index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
9790,173265.3,221.919627,216.473967,-18.855799,-19.039676,0.759685452255012,2.1773621727838588e-07
9791,173283.0,221.948328,216.503638,-18.88346,-19.061835,0.7596208179666694,2.1793697640992704e-07
9792,173300.7,221.978476,216.533503,-18.910325,-19.077515000000002,0.7595557008716727,2.1813939082848677e-07
9793,173318.4,222.007952,216.563425,-18.907981,-19.090054,0.7594903988191996,2.1834253638441936e-07
9794,173336.1,222.037386,216.593405,-18.909553,-19.089848999999997,0.7594249091729026,2.1854642295870974e-07
9795,173353.8,222.066386,216.622595,-18.909986,-19.10379,0.7593610864580986,2.1874527200704819e-07
9796,173371.5,222.096667,216.652632,-18.920374,-19.1318,0.759295351167024,2.1895023616380627e-07
9797,173389.2,222.125655,216.682764,-18.934283,-19.165287,0.7592293460599814,2.191562016862214e-07
9798,173406.9,222.155066,216.712378,-18.938027,-19.179789000000003,0.7591644151266926,2.1935897182023822e-07
9799,173424.6,222.184145,216.742129,-18.934318,-19.207604,0.759099123293603,2.195630253720715e-07
9800,173442.3,222.214659,216.772009,-18.929821,-19.218759000000002,0.7590334872004028,2.197683129923078e-07
9801,173460.0,222.243781,216.801566,-18.931805,-19.230124,0.7589685002271698,2.199717263895451e-07
9802,173477.7,222.273344,216.831622,-18.938074,-19.233629,0.7589023543959333,2.2017892675751938e-07
9803,173495.4,222.302542,216.86143,-18.948074,-19.244391999999998,0.7588366927913337,2.203847697113126e-07
9804,173513.1,222.332884,216.891909,-18.969404,-19.250621000000002,0.7587694895957736,2.2059560955689506e-07
9805,173530.8,222.36212,216.920847,-19.000007,-19.260448,0.758705624632911,2.2079613049008628e-07
9806,173548.5,222.391974,216.950556,-19.009616,-19.262597,0.7586399976878065,2.2100234003952224e-07
9807,173566.2,222.421213,216.980826,-19.013127,-19.261979,0.7585730684348446,2.2121280490727813e-07
9808,173583.9,222.450911,217.010401,-19.011776,-19.253953000000003,0.7585076142962601,2.2141879074677462e-07
9809,173601.6,222.480402,217.040286,-19.016089,-19.271561000000002,0.7584414121443996,2.2162729113039958e-07
9810,173619.3,222.509966,217.07009,-19.024321,-19.297197,0.7583753273157754,2.2183558295862937e-07
9811,173637.0,222.539221,217.099703,-19.041172,-19.321466,0.7583096044578793,2.220428933497054e-07
9812,173654.7,222.568537,217.129412,-19.056062,-19.328312,0.7582436067959853,2.222512309191238e-07
9813,173672.4,222.598685,217.160281,-19.075984,-19.334515,0.7581749666037765,2.2246808051296085e-07
9814,173690.1,222.628111,217.189394,-19.069368,-19.309094,0.7581101696583533,2.2267294769173773e-07
9815,173707.8,222.657233,217.218985,-19.077214,-19.327098000000003,0.7580442476542849,2.2288153067595573e-07
9816,173725.5,222.686896,217.24808,-19.071967,-19.319485,0.7579793703958163,2.2308696445705323e-07
9817,173743.2,222.716307,217.278406,-19.060602,-19.299885,0.7579116845289585,2.2330145699189785e-07
9818,173760.9,222.746394,217.308287,-19.053173,-19.274049,0.7578449281987999,2.235131693062442e-07
9819,173778.6,222.775668,217.337306,-19.058305,-19.270558,0.7577800370375483,2.237191239484737e-07
9820,173796.3,222.805197,217.367091,-19.066923,-19.283464,0.7577133707706226,2.2393087406591405e-07
9821,173814.0,222.835169,217.397089,-19.079051,-19.29812,0.7576461639534326,2.2414450723262647e-07
9822,173831.7,222.86394,217.427321,-19.090776,-19.307873,0.7575783679941545,2.243601817109031e-07
9823,173849.4,222.893465,217.456259,-19.075764,-19.305753,0.7575134127317084,2.2456697823525218e-07
9824,173867.1,222.922686,217.486411,-19.073214,-19.312378,0.7574456687656983,2.247828192469825e-07
9825,173884.8,222.952074,217.516642,-19.037612,-19.280279,0.7573776819130859,2.2499960405930608e-07
9826,173902.5,222.982027,217.546545,-19.017673,-19.269707999999998,0.7573103681739691,2.2521441056522207e-07
9827,173920.2,223.010722,217.576044,-19.003624,-19.262289,0.7572439008752252,2.2542668004499333e-07
9828,173937.9,223.040385,217.605578,-19.000719,-19.266013,0.757177291931713,2.2563956547649866e-07
9829,173955.6,223.069178,217.635039,-19.007788,-19.274236000000002,0.7571107849330908,2.258522885933978e-07
9830,173973.3,223.097949,217.664633,-19.02228,-19.281084999999997,0.7570439145429514,2.2606633842681134e-07
9831,173991.0,223.127745,217.694708,-19.035965,-19.280288000000002,0.7569758923335982,2.2628424456438978e-07
9832,174008.7,223.157237,217.724341,-19.045957,-19.27795,0.756908805665765,2.264993210210342e-07
9833,174026.4,223.186686,217.754301,-19.050654,-19.268364000000002,0.7568409138481974,2.2671714794419984e-07
9834,174044.1,223.215613,217.783491,-19.047568,-19.256273999999998,0.7567747040934006,2.269297420531835e-07
9835,174061.8,223.245352,217.813277,-19.048953,-19.236735,0.7567070784462087,2.2714704955850706e-07
9836,174079.5,223.275072,217.842562,-19.062082,-19.236369,0.7566405271037804,2.273610696934547e-07
9837,174097.2,223.304232,217.873022,-19.075744,-19.244939,0.7565712389698499,2.2758406481582227e-07
