index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
10478,177061.3,228.152808,222.809023,-23.60171,-23.964391,0.7068551803566564,3.0925955762928226e-07
10479,177078.2,228.17708,222.835707,-23.604144,-23.995961,0.7067726170582787,3.0956303220808223e-07
10480,177095.1,228.200522,222.861735,-23.583242,-24.000328999999997,0.7066920054144831,3.098595477424304e-07
10481,177112.0,228.223364,222.888361,-23.548985,-23.978016999999998,0.7066094617724094,3.1016338947198463e-07
10482,177128.9,228.247622,222.915007,-23.518016,-23.961887,0.7065267750665902,3.104679805465693e-07
10483,177145.8,228.269824,222.941439,-23.495364,-23.939978,0.706444672181609,3.107706418314926e-07
10484,177162.7,228.293383,222.967699,-23.479678,-23.918665999999998,0.7063630242743857,3.1107184395029464e-07
10485,177179.6,228.316553,222.993166,-23.448395,-23.875386000000002,0.7062837663607039,3.113644372887414e-07
10486,177196.5,228.34046,223.020254,-23.421856,-23.82199,0.7061993817515034,3.116761821964076e-07
10487,177213.4,228.363749,223.045817,-23.38517,-23.758836,0.7061196703131348,3.119708760213058e-07
10488,177230.3,228.387907,223.071844,-23.348271,-23.71342,0.7060384345530811,3.122714185566089e-07
10489,177247.2,228.411482,223.097739,-23.322,-23.700827999999998,0.705957533099706,3.1257093840997285e-07
10490,177264.1,228.435957,223.123724,-23.30152,-23.689587,0.7058762724364478,3.1287200330520903e-07
10491,177281.0,228.46028,223.149153,-23.255591,-23.667367,0.7057966747029204,3.131671159617433e-07
10492,177297.9,228.485918,223.175024,-23.214279,-23.639728,0.7057156163469203,3.134678563943005e-07
10493,177314.8,228.510958,223.200667,-23.182054,-23.612107,0.7056351955117349,3.1376644360481265e-07
10494,177331.7,228.536925,223.226286,-23.155046,-23.578125,0.7055547734219879,3.1406524653165846e-07
10495,177348.6,228.563979,223.251055,-23.118821,-23.529913,0.7054769467748107,3.1435460701167983e-07
10496,177365.5,228.590956,223.276636,-23.083524,-23.480894,0.7053964934469622,3.14653941568821e-07
10497,177382.4,228.619288,223.301543,-23.047879,-23.426899,0.7053180862446199,3.149458667195404e-07
10498,177399.3,228.647097,223.32728,-23.024931,-23.378853999999997,0.7052369897557084,3.152480155255155e-07
10499,177416.2,228.676146,223.352049,-23.013417,-23.340702,0.7051588699131226,3.1553927704042195e-07
10500,177433.1,228.70444,223.377245,-22.99629,-23.298869999999997,0.7050793292608006,3.158360405985938e-07
10501,177450.0,228.732985,223.402518,-22.959484,-23.237747,0.7049994703517439,3.1613419926301844e-07
10502,177466.9,228.760756,223.427908,-22.927306,-23.187426000000002,0.7049191657998835,3.1643423187288633e-07
10503,177483.8,228.78979,223.452425,-22.896526,-23.136384000000003,0.7048415500561744,3.167244186363938e-07
10504,177500.7,228.818858,223.477698,-22.873813,-23.093797,0.7047614664428044,3.170240383543188e-07
10505,177517.6,228.847617,223.502894,-22.850335,-23.062787,0.704681551383494,3.1732323607647217e-07
10506,177534.5,228.877074,223.528128,-22.833607,-23.043925,0.7046014401796398,3.176233774326853e-07
10507,177551.4,228.906489,223.552317,-22.818284,-23.046129999999998,0.704524575416639,3.1791155291616136e-07
10508,177568.3,228.936995,223.577765,-22.7975,-23.032847999999998,0.704443634656952,3.182152185088327e-07
10509,177585.2,228.967825,223.602244,-22.77831,-23.016727,0.7043657029530498,3.1850779685926867e-07
10510,177602.1,228.997187,223.627749,-22.757723,-23.007496,0.7042844286119309,3.1881313566906044e-07
10511,177619.0,229.028075,223.651591,-22.734715,-22.991409,0.7042083831119852,3.190990258694626e-07
10512,177635.9,229.057127,223.676962,-22.711245,-22.973511000000002,0.7041273858543449,3.1940373967920266e-07
10513,177652.8,229.087687,223.701346,-22.688023,-22.965495,0.7040494666924378,3.196970756458306e-07
10514,177669.7,229.118697,223.725573,-22.659222,-22.947467,0.703971978330613,3.1998898653018415e-07
10515,177686.6,229.149374,223.750903,-22.63345,-22.936319,0.7038908864145856,3.20294682887301e-07
10516,177703.5,229.18038,223.7755,-22.601552,-22.912686,0.7038120669735194,3.205920179327748e-07
10517,177720.4,229.211851,223.800406,-22.57292,-22.873824,0.70373218278261,3.208935768217458e-07
10518,177737.3,229.243246,223.825041,-22.536594,-22.825151,0.7036530938598307,3.211923390034066e-07
10519,177754.2,229.275668,223.850157,-22.494661,-22.763167,0.7035723848889658,3.214974314547092e-07
10520,177771.1,229.306635,223.874697,-22.459892,-22.71644,0.7034934527931473,3.217960131141062e-07
10521,177788.0,229.338301,223.899737,-22.437239,-22.715726,0.703412836875786,3.221011741216806e-07
