index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
6285,111226.8,118.520361,114.140433,-7.414933,-6.03457,,
6286,111244.5,118.550085,114.164145,-7.437549,-6.057157,,
6287,111262.2,118.579138,114.187125,-7.452046,-6.072232,,
6288,111279.9,118.608099,114.211005,-7.4677,-6.095744,,
6289,111297.6,118.636832,114.235129,-7.483938,-6.117713,,
6290,111315.3,118.665793,114.258963,-7.499583,-6.138785,,
6291,111333.0,118.695105,114.283041,-7.510385,-6.141673000000001,,
6292,111350.7,118.724081,114.306815,-7.514866,-6.143694999999999,,
6293,111368.4,118.752539,114.330267,-7.525694,-6.153579,,
6294,111386.1,118.780859,114.353812,-7.530786,-6.159549,,
6295,111403.8,118.810034,114.377524,-7.543404,-6.16395,,
6296,111421.5,118.839377,114.401831,-7.559,-6.185582,,
6297,111439.2,118.868231,114.425421,-7.573423,-6.206334,,
6298,111456.9,118.89704,114.449103,-7.593561,-6.230681000000001,,
6299,111474.6,118.925986,114.473837,-7.605805,-6.2392520000000005,,
6300,111492.3,118.954962,114.497,-7.615719,-6.247625,,
6301,111510.0,118.983939,114.521246,-7.627077,-6.257133,,
6302,111527.7,119.01235,114.544928,-7.633344,-6.260648,,
6303,111545.4,119.041022,114.569174,-7.635064,-6.261426999999999,,
6304,111563.1,119.070151,114.593588,-7.65393,-6.282382,,
6305,111580.8,119.099036,114.617468,-7.666498,-6.292199,,
6306,111598.5,119.127966,114.641821,-7.682347,-6.3131509999999995,,
6307,111616.2,119.156378,114.665884,-7.691288,-6.324781,,
6308,111633.9,119.185614,114.689505,-7.702354,-6.342165,,
6309,111651.6,119.215262,114.713767,-7.710677,-6.341396,,
6310,111669.3,119.244345,114.737982,-7.7196,-6.348774,,
6311,111687.0,119.273352,114.762381,-7.722799,-6.3501270000000005,,
6312,111704.7,119.302649,114.786322,-7.732935,-6.359625,,
6313,111722.4,119.332297,114.810584,-7.749662,-6.372698,,
6314,111740.1,119.361411,114.835226,-7.765161,-6.390287,,
6315,111757.8,119.391135,114.85903,-7.780099,-6.404288,,
6316,111775.5,119.421133,114.883597,-7.789284,-6.4185680000000005,,
6317,111793.2,119.450049,114.908255,-7.796359,-6.431652,,
6318,111810.9,119.480734,114.932165,-7.805574,-6.441139,,
6319,111828.6,119.5091,114.956763,-7.809946,-6.4397400000000005,,
6320,111846.3,119.539496,114.98107,-7.818834,-6.4455849999999995,,
6321,111864.0,119.569022,115.005804,-7.831298,-6.450482,,
6322,111881.7,119.599326,115.030158,-7.842878,-6.470775,,
6323,111899.4,119.628882,115.054633,-7.860148,-6.483794,,
6324,111917.1,119.658789,115.079062,-7.874416,-6.5034600000000005,,
6325,111934.8,119.688483,115.103812,-7.888961,-6.523997,,
6326,111952.5,119.718634,115.128805,-7.894792,-6.532203,,
6327,111970.2,119.748114,115.152396,-7.904895,-6.543481,,
6328,111987.9,119.777823,115.177634,-7.906212,-6.537537,,
6329,112005.6,119.808234,115.202155,-7.910865,-6.540355,,
6330,112023.3,119.838278,115.226965,-7.927486,-6.556945,,
6331,112041.0,119.868811,115.25144,-7.942623,-6.575965,,
6332,112058.7,119.898428,115.276114,-7.956246,-6.583541,,
6333,112076.4,119.928213,115.300848,-7.965967,-6.599845,,
6334,112094.1,119.95864,115.325095,-7.977808,-6.617967999999999,,
6335,112111.8,119.988837,115.35108,-7.983862,-6.618572,,
6336,112129.5,120.018774,115.375235,-7.990313,-6.621090000000001,,
6337,112147.2,120.049078,115.400183,-8.001208,-6.62834,,
6338,112164.9,120.079108,115.424704,-8.010328,-6.635624999999999,,
6339,112182.6,120.108832,115.449881,-8.024495,-6.64856,,
6340,112200.3,120.138983,115.474844,-8.040164,-6.666906000000001,,
6341,112218.0,120.169028,115.499854,-8.053732,-6.682248,,
6342,112235.7,120.198737,115.525458,-8.065469,-6.694559,,
6343,112253.4,120.229407,115.550604,-8.079021,-6.714376999999999,,
6344,112271.1,120.258887,115.575827,-8.087183,-6.716803,,
6345,112288.8,120.289237,115.600745,-8.091176,-6.721666000000001,,
6346,112306.5,120.318579,115.626059,-8.096938,-6.7276929999999995,,
6347,112324.2,120.348654,115.650854,-8.116172,-6.745699,,
6348,112341.9,120.378973,115.676718,-8.134145,-6.769636,,
6349,112359.6,120.409399,115.701056,-8.146821,-6.779582999999999,,
6350,112377.3,120.438895,115.726386,-8.154361,-6.784996,,
6351,112395.0,120.468848,115.751776,-8.169061,-6.796664999999999,,
6352,112412.7,120.498038,115.776648,-8.170949,-6.800022,,
6353,112430.4,120.527411,115.801718,-8.178794,-6.80574,,
6354,112448.1,120.557532,115.827994,-8.185675,-6.811396,,
6355,112465.8,120.587485,115.852698,-8.201293,-6.837159,,
6356,112483.5,120.616721,115.878287,-8.218647,-6.857779000000001,,
6357,112501.2,120.646231,115.903723,-8.231231,-6.870028999999999,,
6358,112518.9,120.67594,115.929419,-8.241709,-6.873893000000001,,
6359,112536.6,120.70603,115.95481,-8.260548,-6.891802,,
6360,112554.3,120.735373,115.980597,-8.266243,-6.894176,,
6361,112572.0,120.765219,116.006094,-8.272548,-6.901050000000001,,
6362,112589.7,120.794562,116.031287,-8.277081,-6.901662000000001,,
6363,112607.4,120.82392,116.05657,-8.291141,-6.922573,,
6364,112625.1,120.853766,116.0819,-8.305194,-6.938685,,
6365,112642.8,120.883521,116.107809,-8.320997,-6.956551,,
6366,112660.5,120.912634,116.133536,-8.341866,-6.977988999999999,,
6367,112678.2,120.942465,116.159216,-8.345463,-6.978267000000001,,
6368,112695.9,120.972464,116.184332,-8.360701,-6.987196000000001,,
6369,112713.6,121.001196,116.209753,-8.364606,-6.98749,,
6370,112731.3,121.030539,116.235815,-8.36639,-6.9931280000000005,,
6371,112749.0,121.060339,116.261282,-8.386952,-7.016647000000001,,
